,name,percent,category,produce,supply,img_url,580
318,슈나이더 바이세 탭5 호펜바이세,8.2%,수입 맥주 바이젠 복,슈나이더 운트 손,주식회사 비티알커머스,https://cdn.veluga.kr/files/supplier/6/drinks/19964_Layer_2.png,559.0
319,필스,5.2%,수입 맥주 필스너,하디우드 파크 크래프트 브루어리,하이 파이브 엘앤비,https://cdn.veluga.kr/files/supplier/1/drinks/16789_Pils.png,559.0
320,스톤 탠저린 익스프레스 IPA,6.7%,수입 맥주 IPA,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_Tangerine_Express.png,559.0
321,스톤 트로픽 오브 썬더,5.8%,수입 맥주 페일 라거,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_Tropic_of_Thunder.png,559.0
322,스톤 IPA,6.9%,수입 맥주 IPA,스톤 브루잉,인터비어코리아,https://assets.business.veluga.kr/media/public/Stone_IPA.png,559.0
323,머피스 아이리쉬 스타우트,4.0%,수입 맥주 스타우트,머피스 브루어리,주식회사 라사그라코리아,https://assets.business.veluga.kr/media/public/Murphys_Irish_Stout.png,559.0
324,보히오,10.4%,수입 맥주 발리 와인,세르베사 라 사그라,주식회사 라사그라코리아,https://cdn.veluga.kr/files/supplier/14/drinks/1144_%EB%B3%B4%ED%9E%88%EC%98%A4%20-%20%EB%9D%BC%EC%82%AC%EA%B7%B8%EB%9D%BC%EC%BD%94%EB%A6%AC%EC%95%84.png,559.0
325,수친수,9.1%,수입 맥주 트리펠,세르베사 라 사그라,주식회사 라사그라코리아,https://assets.business.veluga.kr/media/public/la_sagra_cerveza_suxinsu.png,559.0
326,라 사그라 라거,4.8%,수입 맥주 라거,세르베사 라 사그라,주식회사 라사그라코리아,https://cdn.veluga.kr/files/supplier/14/drinks/2777_La_Sagra_Lager.png,559.0
327,로하,6.1%,수입 맥주 엠버 에일,세르베사 라 사그라,주식회사 라사그라코리아,https://cdn.veluga.kr/files/supplier/14/drinks/1137_%EB%A1%9C%ED%95%98%20-%20%EB%9D%BC%EC%82%AC%EA%B7%B8%EB%9D%BC%EC%BD%94%EB%A6%AC%EC%95%84.png,559.0
328,블랑카 드 트리고,5.2%,수입 맥주 윗비어,세르베사 라 사그라,주식회사 라사그라코리아,https://cdn.veluga.kr/files/supplier/14/drinks/1138_%EB%B8%94%EB%9E%91%EC%B9%B4%20%EB%93%9C%20%ED%8A%B8%EB%A6%AC%EA%B3%A0%20-%20%EB%9D%BC%EC%82%AC%EA%B7%B8%EB%9D%BC%EC%BD%94%EB%A6%AC%EC%95%84.png,559.0
329,씬 글루텐 (글루텐프리 라거),5.0%,수입 맥주 라거,세르베사 라 사그라,주식회사 라사그라코리아,https://cdn.veluga.kr/files/supplier/14/drinks/1142_%EC%94%AC%20%EA%B8%80%EB%A3%A8%ED%85%90%20-%20%EB%9D%BC%EC%82%AC%EA%B7%B8%EB%9D%BC%EC%BD%94%EB%A6%AC%EC%95%84.png,559.0
330,슈나이더 탭9 아이스복,12.0%,수입 맥주 아이스 복,슈나이더 운트 손,주식회사 비티알커머스,https://cdn.veluga.kr/files/supplier/6/drinks/19967_Layer_4.png,559.0
331,스피드웨이 스타우트,12.0%,수입 맥주 임페리얼 스타우트,에일스미스 브루잉 컴퍼니,모어댄크래프트,https://assets.business.veluga.kr/media/public/Alesmith_speedwaystout.png,559.0
332,그레이트 리턴,7.5%,수입 맥주 IPA,하디우드 파크 크래프트 브루어리,하이 파이브 엘앤비,https://assets.business.veluga.kr/media/public/hardywood_Great_Return_bottle.png,559.0
333,수도 수,5.8%,수입 맥주 페일 에일,토플링 골리앗 브루잉 컴퍼니,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/toppling_goliath_pseudo_sue.png,559.0
334,스트라프 헨드릭 브룩스 쿼드루펠 11°,11.0%,수입 맥주 쿼드루펠,브라우어리 드 할브 만,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/de_halve_maan_straffe_hendrik_quadrupel.png,559.0
335,스트라프 헨드릭 브룩스 트리펠 9°,9.0%,수입 맥주 트리펠,브라우어리 드 할브 만,주식회사 비티알커머스,https://assets.business.veluga.kr/media/public/de_halve_maan_straffe_hendrik_tripel.png,559.0
336,슈나이더 바이세 탭7 오리지널,5.4%,수입 맥주 헤페 바이젠,슈나이더 운트 손,주식회사 비티알커머스,https://cdn.veluga.kr/files/supplier/6/drinks/19966_Layer_3.png,559.0
337,슈나이더 바이세 탭6 아벤티누스,8.2%,수입 맥주 도펠 복,슈나이더 운트 손,주식회사 비티알커머스,https://cdn.veluga.kr/files/supplier/6/drinks/19965_Main_-_Schneider_Weisse_TAP6_Aventinus.png,559.0
338,슈나이더 바이세 탭5 호펜바이세,8.2%,수입 맥주 바이젠 복,슈나이더 운트 손,주식회사 비티알커머스,https://cdn.veluga.kr/files/supplier/6/drinks/19964_Layer_2.png,559.0
339,필스,5.2%,수입 맥주 필스너,하디우드 파크 크래프트 브루어리,하이 파이브 엘앤비,https://cdn.veluga.kr/files/supplier/1/drinks/16789_Pils.png,559.0
340,사뮤엘 아담스 레벨 IPA,6.5%,수입 맥주 IPA,THE BOSTON BEER COMPANY,주식회사 선인터내셔널,https://cdn.veluga.kr/drinks/0/main/544ca43fd7cf4f71a2e8c5fbb820e6fa_%E1%84%85%E1%85%A6%E1%84%87%E1%85%A6%E1%86%AFipa.png,559.0
341,사뮤엘 아담스 보스턴 라거,4.8%,수입 맥주 라거,THE BOSTON BEER COMPANY,주식회사 선인터내셔널,https://cdn.veluga.kr/drinks/0/main/59bd6455d6f54ed5aea867f92a2cd3b5_7c4aaf2f258d2e641bf5a5e08b569cc9.png,559.0
342,바이엔슈테판 헤페바이스 둔켈,5.3%,수입 맥주 둥켈,Bayerische Staatsbrauerei Weihenstephan,베스트바이앤베버리지(주),https://cdn.veluga.kr/files/supplier/309/drinks/17.%E1%84%87%E1%85%A6%E1%84%89%E1%85%B3%E1%84%90%E1%85%B3%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%A6%E1%84%87%E1%85%A5%E1%84%85%E1%85%B5%E1%84%8C%E1%85%B5%E1%84%8C%E1%85%AE_%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%89%E1%85%B2%E1%84%90%E1%85%A6%E1%84%91%E1%85%A1%E1%86%AB_%E1%84%92%E1%85%A6%E1%84%91%E1%85%A6%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%89%E1%85%B3_%E1%84%83%E1%85%AE%E1%86%AB%E1%84%8F%E1%85%A6%E1%86%AF.png,559.0
343,바이엔슈테판 비투스,7.7%,수입 맥주 바이젠 복,Bayerische Staatsbrauerei Weihenstephan,베스트바이앤베버리지(주),https://cdn.veluga.kr/files/supplier/309/drinks/16.%E1%84%87%E1%85%A6%E1%84%89%E1%85%B3%E1%84%90%E1%85%B3%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%A6%E1%84%87%E1%85%A5%E1%84%85%E1%85%B5%E1%84%8C%E1%85%B5%E1%84%8C%E1%85%AE_%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%89%E1%85%B2%E1%84%90%E1%85%A6%E1%84%91%E1%85%A1%E1%86%AB_%E1%84%87%E1%85%B5%E1%84%90%E1%85%AE%E1%84%89%E1%85%B3.png,559.0
344,바이엔슈테판 오리지날,5.1%,수입 맥주 헬레스 라거,Bayerische Staatsbrauerei Weihenstephan,베스트바이앤베버리지(주),https://cdn.veluga.kr/files/supplier/309/drinks/15.%E1%84%87%E1%85%A6%E1%84%89%E1%85%B3%E1%84%90%E1%85%B3%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%A6%E1%84%87%E1%85%A5%E1%84%85%E1%85%B5%E1%84%8C%E1%85%B5%E1%84%8C%E1%85%AE_%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%89%E1%85%B2%E1%84%90%E1%85%A6%E1%84%91%E1%85%A1%E1%86%AB_%E1%84%8B%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8C%E1%85%B5%E1%84%82%E1%85%A1%E1%86%AF.png,559.0
345,바이엔슈테판 코르비니안,7.4%,수입 맥주 다크 라거,Bayerische Staatsbrauerei Weihenstephan,베스트바이앤베버리지(주),https://cdn.veluga.kr/files/supplier/309/drinks/14.%E1%84%87%E1%85%A6%E1%84%89%E1%85%B3%E1%84%90%E1%85%B3%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%A6%E1%84%87%E1%85%A5%E1%84%85%E1%85%B5%E1%84%8C%E1%85%B5%E1%84%8C%E1%85%AE_%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%89%E1%85%B2%E1%84%90%E1%85%A6%E1%84%91%E1%85%A1%E1%86%AB_%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B3%E1%84%87%E1%85%B5%E1%84%82%E1%85%B5%E1%84%8B%E1%85%A1%E1%86%AB.png,559.0
346,바이엔슈테판 크리스탈,5.4%,수입 맥주 위트 비어,Bayerische Staatsbrauerei Weihenstephan,베스트바이앤베버리지(주),https://cdn.veluga.kr/files/supplier/309/drinks/13.%E1%84%87%E1%85%A6%E1%84%89%E1%85%B3%E1%84%90%E1%85%B3%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%A6%E1%84%87%E1%85%A5%E1%84%85%E1%85%B5%E1%84%8C%E1%85%B5%E1%84%8C%E1%85%AE_%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%89%E1%85%B2%E1%84%90%E1%85%A6%E1%84%91%E1%85%A1%E1%86%AB_%E1%84%8F%E1%85%B3%E1%84%85%E1%85%B5%E1%84%89%E1%85%B3%E1%84%90%E1%85%A1%E1%86%AF.png,559.0
347,바이엔슈테판 페스트비어,5.8%,수입 맥주 라거,Bayerische Staatsbrauerei Weihenstephan,베스트바이앤베버리지(주),https://cdn.veluga.kr/files/supplier/309/drinks/12.%E1%84%87%E1%85%A6%E1%84%89%E1%85%B3%E1%84%90%E1%85%B3%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%A6%E1%84%87%E1%85%A5%E1%84%85%E1%85%B5%E1%84%8C%E1%85%B5%E1%84%8C%E1%85%AE_%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%89%E1%85%B2%E1%84%90%E1%85%A6%E1%84%91%E1%85%A1%E1%86%AB_%E1%84%91%E1%85%A6%E1%84%89%E1%85%B3%E1%84%90%E1%85%B3%E1%84%87%E1%85%B5%E1%84%8B%E1%85%A5.png,559.0
348,바이엔슈테판 필스너,5.1%,수입 맥주 필스너,Bayerische Staatsbrauerei Weihenstephan,베스트바이앤베버리지(주),https://cdn.veluga.kr/files/supplier/309/drinks/11.%E1%84%87%E1%85%A6%E1%84%89%E1%85%B3%E1%84%90%E1%85%B3%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%A6%E1%84%87%E1%85%A5%E1%84%85%E1%85%B5%E1%84%8C%E1%85%B5%E1%84%8C%E1%85%AE_%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%89%E1%85%B2%E1%84%90%E1%85%A6%E1%84%91%E1%85%A1%E1%86%AB_%E1%84%91%E1%85%B5%E1%86%AF%E1%84%89%E1%85%B3%E1%84%82%E1%85%A5.png,559.0
349,바이엔슈테판 헤페바이스,5.4%,수입 맥주 위트 비어,Bayerische Staatsbrauerei Weihenstephan,베스트바이앤베버리지(주),https://cdn.veluga.kr/files/supplier/309/drinks/10.%E1%84%87%E1%85%A6%E1%84%89%E1%85%B3%E1%84%90%E1%85%B3%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A2%E1%86%AB%E1%84%87%E1%85%A6%E1%84%87%E1%85%A5%E1%84%85%E1%85%B5%E1%84%8C%E1%85%B5%E1%84%8C%E1%85%AE_%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%A6%E1%86%AB%E1%84%89%E1%85%B2%E1%84%90%E1%85%A6%E1%84%91%E1%85%A1%E1%86%AB_%E1%84%92%E1%85%A6%E1%84%91%E1%85%A6%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%89%E1%85%B3.png,559.0
350,앙코르,5.0%,수입 맥주 라거,Cambrew Ltd,주식회사 한월비즈,https://cdn.veluga.kr/files/supplier/308/drinks/9.%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%92%E1%85%A1%E1%86%AB%E1%84%8B%E1%85%AF%E1%86%AF%E1%84%87%E1%85%B5%E1%84%8C%E1%85%B3_%E1%84%8B%E1%85%A1%E1%86%BC%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B3.png,559.0
351,앙코르스타우트,8.0%,수입 맥주 다크 라거,Cambrew Ltd,주식회사 한월비즈,https://cdn.veluga.kr/files/supplier/308/drinks/8.%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%92%E1%85%A1%E1%86%AB%E1%84%8B%E1%85%AF%E1%86%AF%E1%84%87%E1%85%B5%E1%84%8C%E1%85%B3_%E1%84%8B%E1%85%A1%E1%86%BC%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B3%E1%84%89%E1%85%B3%E1%84%90%E1%85%A1%E1%84%8B%E1%85%AE%E1%84%90%E1%85%B3.png,559.0
352,사이공익스포트,4.9%,수입 맥주 라거,Saigon Beer Alcohol Beverage Corp,주식회사 한월비즈,https://cdn.veluga.kr/files/supplier/308/drinks/7.%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%92%E1%85%A1%E1%86%AB%E1%84%8B%E1%85%AF%E1%86%AF%E1%84%87%E1%85%B5%E1%84%8C%E1%85%B3_%E1%84%89%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%80%E1%85%A9%E1%86%BC%E1%84%8B%E1%85%B5%E1%86%A8%E1%84%89%E1%85%B3%E1%84%91%E1%85%A9%E1%84%90%E1%85%B3.png,559.0
353,하노이 프리미엄,4.9%,수입 맥주 라거,Hanoi Beer Alcohol And Beverage Corporation,주식회사 한월비즈,https://cdn.veluga.kr/files/supplier/308/drinks/6.%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%92%E1%85%A1%E1%86%AB%E1%84%8B%E1%85%AF%E1%86%AF%E1%84%87%E1%85%B5%E1%84%8C%E1%85%B3_%E1%84%92%E1%85%A1%E1%84%82%E1%85%A9%E1%84%8B%E1%85%B5_%E1%84%91%E1%85%B3%E1%84%85%E1%85%B5%E1%84%86%E1%85%B5%E1%84%8B%E1%85%A5%E1%86%B7.png,559.0
354,바바바,5.3%,수입 맥주 페일 라거,Saigon Beer Alcohol Beverage Corporation,주식회사 한월비즈,https://cdn.veluga.kr/files/supplier/308/drinks/5.%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%92%E1%85%A1%E1%86%AB%E1%84%8B%E1%85%AF%E1%86%AF%E1%84%87%E1%85%B5%E1%84%8C%E1%85%B3_%E1%84%87%E1%85%A1%E1%84%87%E1%85%A1%E1%84%87%E1%85%A1.png,559.0
355,사이공스페셜,4.9%,수입 맥주 페일 라거,Saigon Beer Alcohol Beverage Corporation,주식회사 한월비즈,https://cdn.veluga.kr/files/supplier/308/drinks/4.%E1%84%8C%E1%85%AE%E1%84%89%E1%85%B5%E1%86%A8%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%92%E1%85%A1%E1%86%AB%E1%84%8B%E1%85%AF%E1%86%AF%E1%84%87%E1%85%B5%E1%84%8C%E1%85%B3_%E1%84%89%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%80%E1%85%A9%E1%86%BC%E1%84%89%E1%85%B3%E1%84%91%E1%85%A6%E1%84%89%E1%85%A7%E1%86%AF.png,559.0
356,그롤쉬 바이젠,5.1%,수입 맥주 헤페 바이젠,GROLSCHE BIERBROUWERIJ NEDERLAND B.V.,에이이브랜드코리아 유한회사,https://cdn.veluga.kr/files/supplier/307/drinks/16.%E1%84%8B%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%A2%E1%86%AB%E1%84%83%E1%85%B3%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%8B%E1%85%B2%E1%84%92%E1%85%A1%E1%86%AB%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%80%E1%85%B3%E1%84%85%E1%85%A9%E1%86%AF%E1%84%89%E1%85%B1_%E1%84%87%E1%85%A1%E1%84%8B%E1%85%B5%E1%84%8C%E1%85%A6%E1%86%AB.png,559.0
357,그롤쉬 필스너,5.0%,수입 맥주 필스너,GROLSCHE BIERBROUWERIJ NEDERLAND B.V.,에이이브랜드코리아 유한회사,https://cdn.veluga.kr/files/supplier/307/drinks/15.%E1%84%8B%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%A2%E1%86%AB%E1%84%83%E1%85%B3%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%8B%E1%85%B2%E1%84%92%E1%85%A1%E1%86%AB%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%80%E1%85%B3%E1%84%85%E1%85%A9%E1%86%AF%E1%84%89%E1%85%B1_%E1%84%91%E1%85%B5%E1%86%AF%E1%84%89%E1%85%B3%E1%84%82%E1%85%A5.png,559.0
358,페로니 나스트라즈로,5.1%,수입 맥주 페일 라거,BIRRA PERONI S.R.L,에이이브랜드코리아 유한회사,https://cdn.veluga.kr/files/supplier/307/drinks/14.%E1%84%8B%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%A2%E1%86%AB%E1%84%83%E1%85%B3%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%8B%E1%85%B2%E1%84%92%E1%85%A1%E1%86%AB%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%91%E1%85%A6%E1%84%85%E1%85%A9%E1%84%82%E1%85%B5_%E1%84%82%E1%85%A1%E1%84%89%E1%85%B3%E1%84%90%E1%85%B3%E1%84%85%E1%85%A1%E1%84%8C%E1%85%B3%E1%84%85%E1%85%A9.png,559.0
359,필스너 우르켈,4.4%,수입 맥주 필스너,"PLZENSKY PRAZDROJ, A.S.",에이이브랜드코리아 유한회사,https://cdn.veluga.kr/files/supplier/307/drinks/13.%E1%84%8B%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%A2%E1%86%AB%E1%84%83%E1%85%B3%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%8B%E1%85%B2%E1%84%92%E1%85%A1%E1%86%AB%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%91%E1%85%B5%E1%86%AF%E1%84%89%E1%85%B3%E1%84%82%E1%85%A5_%E1%84%8B%E1%85%AE%E1%84%85%E1%85%B3%E1%84%8F%E1%85%A6%E1%86%AF.png,559.0
360,코젤 라거,4.6%,수입 맥주 페일 라거,"PLZENSKY PRAZDROJ, A.S.",에이이브랜드코리아 유한회사,https://cdn.veluga.kr/files/supplier/307/drinks/12.%E1%84%8B%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%A2%E1%86%AB%E1%84%83%E1%85%B3%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%8B%E1%85%B2%E1%84%92%E1%85%A1%E1%86%AB%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%8F%E1%85%A9%E1%84%8C%E1%85%A6%E1%86%AF_%E1%84%85%E1%85%A1%E1%84%80%E1%85%A5.png,559.0
361,코젤 다크,3.8%,수입 맥주 다크 라거,"PLZENSKY PRAZDROJ, A.S.",에이이브랜드코리아 유한회사,https://cdn.veluga.kr/files/supplier/307/drinks/11.%E1%84%8B%E1%85%A6%E1%84%8B%E1%85%B5%E1%84%8B%E1%85%B5%E1%84%87%E1%85%B3%E1%84%85%E1%85%A2%E1%86%AB%E1%84%83%E1%85%B3%E1%84%8F%E1%85%A9%E1%84%85%E1%85%B5%E1%84%8B%E1%85%A1_%E1%84%8B%E1%85%B2%E1%84%92%E1%85%A1%E1%86%AB%E1%84%92%E1%85%AC%E1%84%89%E1%85%A1_%E1%84%8F%E1%85%A9%E1%84%8C%E1%85%A6%E1%86%AF_%E1%84%83%E1%85%A1%E1%84%8F%E1%85%B3.png,559.0
362,아사히 쿠로나마,5.0%,수입 맥주 다크 라거,"Asahi Breweries, Ltd. Hakata Brewery",(주)롯데아사히주류,https://cdn.veluga.kr/files/supplier/287/drinks/9.%E1%84%8C%E1%85%AE%E1%84%85%E1%85%A9%E1%86%BA%E1%84%83%E1%85%A6%E1%84%8B%E1%85%A1%E1%84%89%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8C%E1%85%AE%E1%84%85%E1%85%B2_%E1%84%8B%E1%85%A1%E1%84%89%E1%85%A1%E1%84%92%E1%85%B5_%E1%84%8F%E1%85%AE%E1%84%85%E1%85%A9%E1%84%82%E1%85%A1%E1%84%86%E1%85%A1.png,559.0
363,아사히 수퍼 드라이,5.0%,수입 맥주 페일 라거,"Asahi Breweries, Ltd. Hakata Brewery",(주)롯데아사히주류,https://cdn.veluga.kr/files/supplier/287/drinks/7.%E1%84%8C%E1%85%AE%E1%84%85%E1%85%A9%E1%86%BA%E1%84%83%E1%85%A6%E1%84%8B%E1%85%A1%E1%84%89%E1%85%A1%E1%84%92%E1%85%B5%E1%84%8C%E1%85%AE%E1%84%85%E1%85%B2_%E1%84%8B%E1%85%A1%E1%84%89%E1%85%A1%E1%84%92%E1%85%B5_%E1%84%89%E1%85%AE%E1%84%91%E1%85%A5_%E1%84%83%E1%85%B3%E1%84%85%E1%85%A1%E1%84%8B%E1%85%B5.png,559.0
